,p,Smart_time,Normal_time,Smart_length,Normal_length
0,0.06,0.553225,0.5219998,213,213
0,0.06,0.8205909,0.8248161,219,219
0,0.06,0.7213211,0.6808902,221,221
0,0.06,0.4833728,0.4810688,215,215
0,0.06,0.2903624,0.2965448,209,209
0,0.06,0.3542023,0.3511064,217,217
0,0.06,1.1175706,1.7199047,209,209
0,0.06,0.8735124,0.6779278,219,219
0,0.06,0.5942449,0.7333887,223,223
0,0.06,0.8760416,0.8553103,241,241
0,0.06,0.9535833,0.8904579,225,225
0,0.06,0.9647898,0.9484565,215,215
0,0.06,1.2021531,0.8917312,217,217
0,0.06,0.7712397,0.7701954,215,215
0,0.06,0.4038906,0.4152071,217,217
0,0.06,0.8270665,0.8114648,203,203
0,0.06,0.382233,0.3290004,227,227
0,0.06,0.546081,0.5202288,229,229
0,0.06,0.7972171,0.8037466,217,217
0,0.06,0.7275283,0.7399168,213,213
0,0.06,1.1739066,1.1562414,227,227
0,0.06,0.6930089,0.6961199,209,209
0,0.06,0.6572735,0.6669404,227,227
0,0.06,0.3813632,0.3841378,205,205
0,0.06,0.494235,0.5077797,211,211
0,0.06,0.7462628,0.7616607,233,233
0,0.06,0.4591676,0.4657269,217,217
0,0.06,0.8521567,0.8296347,221,221
0,0.06,0.8060344,0.7774534,207,207
0,0.06,0.635988,0.6620947,219,219
0,0.06,0.4161998,0.3974196,221,221
0,0.06,0.7458269,0.7357344,209,209
0,0.06,0.5326279,0.4966331,219,219
0,0.06,0.4544955,0.4543988,219,219
0,0.06,0.5465944,0.5176194,221,221
0,0.06,0.6793508,0.6644611,213,213
0,0.06,0.4979967,0.5002645,219,219
0,0.06,0.3365522,0.3340594,215,215
0,0.06,0.3490631,0.3486009,223,223
0,0.06,0.283123,0.3300275,223,223
0,0.06,0.6181003,0.6132827,211,211
0,0.06,0.2900091,0.3010247,221,221
0,0.06,0.6821355,0.7064962,227,227
0,0.06,0.5695993,0.5655138,209,209
0,0.06,0.3162926,0.3161801,215,215
0,0.06,0.9343178,0.9360603,209,209
0,0.06,0.6306285,0.6327922,221,221
0,0.06,0.6487874,0.6349124,209,209
0,0.06,0.4626731,0.4358791,205,205
0,0.06,0.5277537,0.5478326,211,211
0,0.06,0.6911301,0.7195348,221,221
0,0.07,0.6901308,0.7063374,213,213
0,0.07,0.5176595,0.5630886,207,207
0,0.07,0.4337337,0.4336228,215,215
0,0.07,0.6445865,0.6419251,225,225
0,0.07,1.3889043,1.3985574,215,215
0,0.07,0.5464069,0.5033726,211,211
0,0.07,0.8578612,0.7932823,221,221
0,0.07,0.6083849,0.6139199,217,217
0,0.07,0.5308702,0.5226484,217,217
0,0.07,0.661466,0.6612716,217,217
0,0.07,0.7315241,0.7306056,229,229
0,0.07,0.6074167,0.6082025,221,221
0,0.07,0.7795988,0.8015393,213,213
0,0.07,0.7720298,0.7818203,209,209
0,0.07,0.8036372,0.8043156,213,213
0,0.07,0.5626931,0.5666727,227,227
0,0.07,0.4598461,0.4655958,209,209
0,0.07,0.6738289,0.6730704,225,225
0,0.07,0.6653637,0.65808,225,225
0,0.07,0.7829532,0.7818568,233,233
0,0.07,0.8888702,0.8689621,219,219
0,0.07,0.5688648,0.5660108,219,219
0,0.07,0.8469747,0.8494219,233,233
0,0.07,0.6708987,0.681627,229,229
0,0.07,0.6016895,0.6125679,229,229
0,0.07,0.8257436,0.8099019,221,221
0,0.07,0.4321887,0.4311064,215,215
0,0.07,0.5322667,0.549233,229,229
0,0.07,0.8658468,0.866076,219,219
0,0.07,0.8096209,0.8202817,219,219
0,0.07,0.7443034,0.7541004,233,233
0,0.07,0.877433,0.8877812,219,219
0,0.07,1.0457444,1.0111164,217,217
0,0.07,0.3384575,0.3476796,209,209
0,0.07,0.6488045,0.6461378,215,215
0,0.07,0.7242238,0.704702,217,217
0,0.07,0.460191,0.4573844,223,223
0,0.07,0.9741677,1.0818326,221,221
0,0.07,1.0154365,0.9991375,213,213
0,0.07,0.684162,0.7005395,215,215
0,0.07,0.3179163,0.314409,213,213
0,0.07,0.8577144,0.8357742,217,217
0,0.07,1.0547178,1.0377749,217,217
0,0.07,0.9505879,0.9552625,217,217
0,0.07,0.6335306,0.6031987,211,211
0,0.07,0.5138686,0.5257829,221,221
0,0.07,0.6615386,0.7765858,227,227
0,0.07,0.4472865,0.4632171,203,203
0,0.07,0.6275172,0.5993255,213,213
0,0.07,0.6606634,0.63822,219,219
0,0.07,0.5568985,0.5502033,227,227
0,0.07,0.7406732,0.7172942,209,209
0,0.07,0.5818727,0.6234867,215,215
0,0.07,0.4110257,0.401853,213,213
0,0.07,0.7607457,0.7607382,211,211
0,0.07,0.6100747,0.6302254,225,225
0,0.07,0.6263576,0.613068,219,219
0,0.07,0.8186201,0.8011116,219,219
0,0.07,0.5605468,0.4983995,207,207
0,0.07,0.7790493,0.7741643,217,217
0,0.07,0.4353788,0.4714055,209,209
0,0.07,0.42851,0.4192565,215,215
0,0.07,0.7290796,0.6710127,213,213
0,0.07,0.4240687,0.4297627,217,217
0,0.07,0.5816436,0.595714,219,219
0,0.07,0.9490198,0.9959465,233,233
0,0.07,0.6524038,0.6415063,209,209
0,0.07,0.6641279,0.6929664,215,215
0,0.07,0.7286986,0.7297557,233,233
0,0.07,0.8367167,0.8673701,209,209
0,0.07,0.4808275,0.4822635,219,219
0,0.07,0.8934513,0.8953052,229,229
0,0.07,0.3764953,0.3943801,211,211
0,0.07,0.7287263,0.6891917,209,209
0,0.07,0.7515513,0.7163918,225,225
0,0.07,0.4139409,0.3869565,209,209
0,0.07,0.4930004,0.4524039,223,223
0,0.07,0.5596256,0.5405383,219,219
0,0.07,0.7975852,0.7935197,211,211
0,0.07,0.6019084,0.6022222,211,211
0,0.07,0.601707,0.6207055,219,219
0,0.07,0.7450829,0.8100761,225,225
0,0.07,0.7593673,0.7258454,213,213
0,0.07,0.4456249,0.4423851,219,219
0,0.07,0.6039594,0.6061,209,209
0,0.07,0.610891,0.5846668,205,205
0,0.07,0.7450515,0.7329672,217,217
0,0.07,0.9107824,0.9111234,217,217
0,0.07,0.4976888,0.5030072,221,221
0,0.07,0.9935731,0.9343687,217,217
0,0.07,0.6037353,0.5657858,219,219
0,0.07,0.650467,0.6335641,217,217
0,0.07,0.7160984,0.7074468,217,217
0,0.07,0.536305,0.5679417,219,219
0,0.07,0.5876664,0.5852098,211,211
0,0.07,0.5725034,0.6046973,215,215
0,0.07,0.5411636,0.5239384,217,217
0,0.07,0.7381475,0.7296006,223,223
0,0.07,0.6859464,0.7001675,207,207
0,0.07,1.2403141,1.1935812,219,219
0,0.08,0.977968,0.9086718,221,221
0,0.08,1.1751997,1.2663201,219,219
0,0.08,0.724085,0.7231144,235,235
0,0.08,0.7892966,0.8223101,225,225
0,0.08,0.546026,0.5134724,227,227
0,0.08,0.5562716,0.5616136,223,223
0,0.08,0.717128,0.7225316,211,211
0,0.08,1.0033046,1.0440413,213,213
0,0.08,0.5018238,0.4884053,211,211
0,0.08,0.9182315,1.0021809,225,225
0,0.08,0.7219914,0.7716688,219,219
0,0.08,0.7424551,0.7638552,237,237
0,0.08,0.7779972,0.7657125,221,221
0,0.08,0.7626957,0.7933991,219,219
0,0.08,0.829644,0.8256741,217,217
0,0.08,0.7677754,0.745119,229,229
0,0.08,0.7019474,0.6945115,217,217
0,0.08,0.9315092,0.9306237,215,215
0,0.08,0.7762013,0.7507415,217,217
0,0.08,1.1271913,1.1651277,221,221
0,0.08,0.9271233,0.837146,221,221
0,0.08,0.8410714,0.840665,221,221
0,0.08,0.4424643,0.4513466,211,211
0,0.08,1.0741502,1.0024567,231,231
0,0.08,0.74283,0.7454698,227,227
0,0.08,1.1583246,1.1695982,231,231
0,0.08,0.8151102,0.7859702,215,215
0,0.08,1.0582207,1.059118,225,225
0,0.08,0.8352754,0.8089086,225,225
0,0.08,1.2441049,1.3049796,215,215
0,0.08,0.8619634,0.8405409,235,235
0,0.08,0.7399488,0.7334817,221,221
0,0.08,0.8534466,0.8876679,203,203
0,0.08,0.5797048,0.6194084,211,211
0,0.08,0.914635,0.8850929,219,219
0,0.08,0.8384144,0.8121233,215,215
0,0.08,0.8421986,0.8159691,225,225
0,0.08,0.4949804,0.5357277,215,215
0,0.08,0.6673186,0.6818673,209,209
0,0.08,0.7604941,0.7484707,227,227
0,0.08,0.7466435,0.8418262,231,231
0,0.08,1.0673607,0.9920832,217,217
0,0.08,0.7445568,0.7380471,209,209
0,0.08,0.5960159,0.5819208,231,231
0,0.08,0.6942692,0.6809154,215,215
0,0.08,0.7227501,0.7023205,227,227
0,0.08,0.9488519,0.9535035,225,225
0,0.08,0.8337854,0.8554634,217,217
0,0.08,0.965029,0.9675062,243,243
0,0.08,0.7100587,0.7182309,221,221
0,0.08,0.8891408,0.8804937,235,235
0,0.08,0.5469067,0.4974755,211,211
0,0.08,0.7966076,0.8324507,215,215
0,0.08,0.8992693,0.9233998,229,229
0,0.08,0.8880743,0.8635986,213,213
0,0.08,0.4046842,0.4026984,211,211
0,0.08,0.4972519,0.5014388,221,221
0,0.08,0.795185,0.8088958,225,225
0,0.08,0.6824433,0.6692797,241,241
0,0.08,0.5821716,0.5597045,217,217
0,0.08,0.6408905,0.6767733,227,227
0,0.08,0.9426368,0.9197321,233,233
0,0.08,0.5807791,0.5767824,227,227
0,0.08,1.0880873,1.0836284,217,217
0,0.08,0.7852947,0.7655545,221,221
0,0.08,0.8115983,0.7784604,215,215
0,0.08,0.7521978,0.7475529,227,227
0,0.08,1.1004832,1.0608751,215,215
0,0.08,0.9200434,0.934948,217,217
0,0.08,1.1729297,1.1688831,225,225
0,0.08,0.7336058,0.7137058,211,211
0,0.08,0.6501265,0.6263222,217,217
0,0.08,0.5056481,0.4784724,217,217
0,0.08,0.7244526,0.7119397,235,235
0,0.08,0.6972054,0.6402911,219,219
0,0.08,0.7362945,0.6977002,227,227
0,0.08,0.8746287,0.9697794,217,217
0,0.08,0.8512466,0.8514278,209,209
0,0.08,0.7735074,0.7581288,213,213
0,0.08,0.624565,0.6144692,215,215
0,0.08,0.8630416,0.8731548,225,225
0,0.08,0.7505153,0.7451429,223,223
0,0.08,0.7687063,0.7842245,225,225
0,0.08,0.5006644,0.4825234,227,227
0,0.08,0.7856998,0.7457081,237,237
0,0.08,0.8499772,0.8122565,213,213
0,0.08,0.8281751,0.8612172,223,223
0,0.08,1.419211,1.4078472,221,221
0,0.08,0.5058245,0.5493577,221,221
0,0.08,0.8877686,0.8774073,227,227
0,0.08,0.578646,0.6060113,215,215
0,0.08,0.5765926,0.5807793,215,215
0,0.08,0.8693887,0.8907542,223,223
0,0.08,0.6106418,0.6012139,219,219
0,0.08,0.761197,0.7710138,223,223
0,0.08,0.8079231,0.7884342,223,223
0,0.08,0.9922351,1.0515271,221,221
0,0.08,0.8290825,0.8373857,219,219
0,0.08,0.8140657,0.7926004,229,229
0,0.08,0.8064659,0.8060635,213,213
0,0.09,0.888978,0.8684355,213,213
0,0.09,1.1693829,1.1385536,237,237
0,0.09,0.9597562,0.907756,241,241
0,0.09,0.6557634,0.6854365,217,217
0,0.09,0.7140063,0.7081064,217,217
0,0.09,0.8830843,0.8658336,219,219
0,0.09,0.85742,0.8401376,219,219
0,0.09,0.8184641,0.8239203,229,229
0,0.09,1.2417816,1.2465299,217,217
0,0.09,0.7910621,0.7850526,217,217
0,0.09,0.8592154,0.8793847,227,227
0,0.09,0.6444811,0.7026827,237,237
0,0.09,0.6079314,0.5781734,225,225
0,0.09,1.1327029,1.1346259,221,221
0,0.09,0.9801982,0.9926639,233,233
0,0.09,0.5570315,0.5573226,217,217
0,0.09,0.5696839,0.5536155,219,219
0,0.09,0.4618382,0.4641791,219,219
0,0.09,0.9564324,0.912949,229,229
0,0.09,0.7124907,0.6894967,217,217
0,0.09,0.6926638,0.6781643,215,215
0,0.09,0.7176067,0.7629478,209,209
0,0.09,0.818166,0.8173261,227,227
0,0.09,0.3619372,0.3798017,219,219
0,0.09,1.1021299,1.1087139,225,225
0,0.09,0.6846319,0.7109725,231,231
0,0.09,0.7934892,0.8150813,221,221
0,0.09,0.8822262,0.8914477,241,241
0,0.09,0.8101349,0.7835083,217,217
0,0.09,1.1484753,1.1556381,235,235
0,0.09,0.7703533,0.7463488,235,235
0,0.09,0.569137,0.5479177,219,219
0,0.09,0.6689211,0.6718711,215,215
0,0.09,0.8762194,0.893329,213,213
0,0.09,0.580732,0.6108553,223,223
0,0.09,0.6938893,0.6992799,223,223
0,0.09,0.7997419,0.7728437,233,233
0,0.09,0.691854,0.6812026,217,217
0,0.09,0.8410632,0.8291147,227,227
0,0.09,0.8013326,0.7479872,221,221
0,0.09,1.0396874,1.0489666,219,219
0,0.09,0.98168,0.9787746,239,239
0,0.09,0.9821659,0.9784842,225,225
0,0.09,0.9079136,0.8825005,231,231
0,0.09,0.8331475,0.8359345,221,221
0,0.09,0.5548719,0.5089147,217,217
0,0.09,1.0237491,1.0364784,219,219
0,0.09,0.6828946,0.7147641,217,217
0,0.09,0.6756722,0.6671635,217,217
0,0.09,0.8655872,0.8548047,217,217
0,0.09,0.5109632,0.5323482,243,243
0,0.09,1.3153798,1.3082226,215,215
0,0.09,1.2772575,1.3334485,227,227
0,0.09,0.9011844,0.9152927,237,237
0,0.09,1.0688495,1.0743494,243,243
0,0.09,0.5664774,0.5828193,239,239
0,0.09,0.9686869,0.9499936,235,235
0,0.09,0.936189,0.9171607,215,215
0,0.09,1.1366583,1.1225901,211,211
0,0.09,0.9782328,0.9462412,217,217
0,0.09,0.5463329,0.5289807,213,213
0,0.09,0.651519,0.6575486,223,223
0,0.09,1.1138244,1.1183997,221,221
0,0.09,0.9628273,1.0083424,223,223
0,0.09,0.9106456,0.9897331,223,223
0,0.09,0.8199169,0.7846157,231,231
0,0.09,0.6382202,0.5899275,217,217
0,0.09,0.6765802,0.6770808,207,207
0,0.09,0.9971493,1.030741,225,225
0,0.09,0.5060866,0.5588532,225,225
0,0.09,0.8728546,0.9018071,219,219
0,0.09,0.7331142,0.7568156,219,219
0,0.09,0.7732989,0.7921901,217,217
0,0.09,0.7100158,0.7316098,219,219
0,0.09,0.9217658,0.9727888,233,233
0,0.09,0.7218234,0.690929,221,221
0,0.09,1.0283465,1.0307669,223,223
0,0.09,0.7180206,0.7371576,225,225
0,0.09,0.9192845,0.9247289,219,219
0,0.09,1.0771903,1.0743977,225,225
0,0.09,1.5306286,1.4911241,219,219
0,0.09,1.2051185,1.194369,231,231
0,0.09,0.7602913,0.7624187,215,215
0,0.09,0.755135,0.7782378,225,225
0,0.09,0.820757,0.8511655,231,231
0,0.09,0.8823767,0.8952016,227,227
0,0.09,0.8461058,0.7619653,225,225
0,0.09,1.1351072,1.0780119,225,225
0,0.09,0.5717126,0.4977102,225,225
0,0.09,0.6828293,0.6485875,241,241
0,0.09,0.7717239,0.7858725,211,211
0,0.09,0.8803192,0.8342505,217,217
0,0.09,0.9538405,0.9705192,229,229
0,0.09,0.74944,0.7237276,223,223
0,0.09,0.9140542,0.8950115,237,237
0,0.09,0.7620703,0.7710601,215,215
0,0.09,0.669929,0.6484344,219,219
0,0.09,1.2683591,1.2623536,225,225
0,0.09,1.0565613,1.1136482,235,235
0,0.09,0.8949104,0.9128623,245,245
0,0.1,0.9326206,0.9901173,233,233
0,0.1,0.7751087,0.7570089,217,217
0,0.1,1.2182229,1.1738522,221,221
0,0.1,0.5535672,0.5733029,227,227
0,0.1,0.9875884,0.9887295,219,219
0,0.1,0.9479078,0.9449199,211,211
0,0.1,0.897225,0.8801472,225,225
0,0.1,0.8424642,0.8255916,215,215
0,0.1,0.7673988,0.7441939,217,217
0,0.1,0.8451157,0.847649,223,223
0,0.1,1.0934833,1.1328864,215,215
0,0.1,0.8281473,0.7568504,237,237
0,0.1,1.0593986,1.007838,221,221
0,0.1,1.2600538,1.223326,227,227
0,0.1,0.5261984,0.5763405,235,235
0,0.1,1.2373828,1.2168478,227,227
0,0.1,0.7625089,0.7717745,251,251
0,0.1,0.9747508,0.9686422,225,225
0,0.1,1.2220007,1.1951874,225,225
0,0.1,0.8362183,0.8441635,237,237
0,0.1,0.7766409,0.7421856,251,251
0,0.1,0.6154992,0.6090344,229,229
0,0.1,0.5215236,0.5110442,245,245
0,0.1,0.9398681,0.9149219,227,227
0,0.1,1.3225217,1.3323245,237,237
0,0.1,1.0934558,1.1348899,237,237
0,0.1,0.9893668,1.0062121,233,233
0,0.1,1.064407,1.0735367,243,243
0,0.1,0.8030564,0.7825619,219,219
0,0.1,0.8254416,0.801263,241,241
0,0.1,0.7443497,0.7541527,219,219
0,0.1,1.2452874,1.247734,223,223
0,0.1,1.1837421,1.1585772,251,251
0,0.1,0.9403602,0.9929106,211,211
0,0.1,1.0182401,0.989215,219,219
0,0.1,0.6504647,0.6365604,219,219
0,0.1,0.8948128,0.9371796,231,231
0,0.1,0.7519021,0.7464958,215,215
0,0.1,0.5512308,0.6046336,225,225
0,0.1,0.5770041,0.5913328,225,225
0,0.1,1.1843909,1.1781245,219,219
0,0.1,1.3346312,1.3180329,243,243
0,0.1,1.1580393,1.1262193,231,231
0,0.1,0.9885758,0.9888011,211,211
0,0.1,0.5760882,0.5734494,217,217
0,0.1,1.0679138,1.0225669,237,237
0,0.1,1.354246,1.4033553,241,241
0,0.1,1.2886828,1.3087689,227,227
0,0.1,0.9128121,0.8886058,249,249
0,0.1,0.8659331,0.8248746,231,231
0,0.1,0.6363654,0.6408725,231,231
0,0.1,1.1125104,1.1158363,221,221
0,0.1,0.649136,0.6521155,225,225
0,0.1,1.085327,1.0678164,233,233
0,0.1,0.8058326,0.8334333,221,221
0,0.1,0.9266103,0.9450579,221,221
0,0.1,1.4354314,1.3341501,233,233
0,0.1,0.7658246,0.7917344,227,227
0,0.1,1.0344673,1.01504,225,225
0,0.1,1.2853922,1.3444131,243,243
0,0.1,1.2681476,1.2622414,229,229
0,0.1,0.979751,0.9474287,223,223
0,0.1,0.9878247,0.9857373,217,217
0,0.1,1.4955847,1.4434241,233,233
0,0.1,0.643702,0.6489917,255,255
0,0.1,0.5528031,0.5477577,241,241
0,0.1,0.757756,0.7265706,239,239
0,0.1,0.9565562,0.9388953,221,221
0,0.1,0.9617094,0.9337859,221,221
0,0.1,0.6804857,0.6984609,225,225
0,0.1,0.6459365,0.6858504,215,215
0,0.1,0.7773638,0.7486576,227,227
0,0.1,1.0795261,1.0678818,237,237
0,0.1,0.9641407,0.9998031,237,237
0,0.1,1.2944838,1.3407104,225,225
0,0.1,0.9155816,0.8920176,251,251
0,0.1,1.5059993,1.5600492,223,223
0,0.1,0.7443215,0.7282422,221,221
0,0.1,0.9167224,0.9221456,253,253
0,0.1,0.5377827,0.5410224,249,249
0,0.1,1.0546839,1.0782201,215,215
0,0.1,1.3316714,1.3132424,219,219
0,0.1,1.1375948,1.1016851,229,229
0,0.1,0.859266,0.8578229,241,241
0,0.1,0.4611123,0.4673714,229,229
0,0.1,0.6575362,0.644953,233,233
0,0.1,0.7599515,0.7387815,221,221
0,0.1,0.8183893,0.8181596,233,233
0,0.1,0.880398,0.8494996,219,219
0,0.1,0.6619912,0.6785617,221,221
0,0.1,0.994499,0.873325,221,221
0,0.1,1.0938936,1.3483794,215,215
0,0.1,0.8565757,0.8665255,257,257
0,0.1,0.8690475,0.9039944,215,215
0,0.1,0.7214121,0.6397432,259,259
0,0.1,0.9781103,1.048955,213,213
0,0.1,1.3847527,1.3114986,233,233
0,0.1,0.6786629,0.6847931,215,215
0,0.1,1.9599123,2.5531894,233,233
0,0.1,0.7744149,0.7726505,227,227
0,0.11,1.2691509,1.2443181,249,249
0,0.11,0.97369,0.9175624,229,229
0,0.11,1.2733697,1.2121419,239,239
0,0.11,0.8162423,0.8416537,245,245
0,0.11,1.2867729,1.2258696,231,231
0,0.11,1.5364355,1.5025448,245,245
0,0.11,0.4908269,0.4886916,221,221
0,0.11,1.226748,1.2462545,227,227
0,0.11,0.8252693,0.8344638,239,239
0,0.11,1.4831812,1.4819767,245,245
0,0.11,0.7488502,0.705514,221,221
0,0.11,1.3903623,1.4157373,247,247
0,0.11,0.6736626,0.6708393,237,237
0,0.11,0.9054421,0.9228513,229,229
0,0.11,1.7595083,1.136665,235,235
0,0.11,0.7742661,0.8220042,221,221
0,0.11,1.3605152,1.3419352,227,227
0,0.11,1.3385595,1.3454028,247,247
0,0.11,1.3446915,1.4016797,239,239
0,0.11,1.120171,1.4592221,221,221
0,0.11,0.8632512,0.9058296,233,233
0,0.11,1.1991889,1.1889406,231,231
0,0.11,0.8729175,0.9110207,243,243
0,0.11,1.289491,1.2946577,217,217
0,0.11,0.88965,0.8680537,221,221
0,0.11,1.0696967,1.0458505,227,227
0,0.11,1.5655608,1.5150055,251,251
0,0.11,0.7417612,0.7753997,225,225
0,0.11,1.6676225,1.9140424,241,241
0,0.11,0.8702615,0.823091,217,217
0,0.11,1.0393584,1.0397931,227,227
0,0.11,1.3632841,1.371565,223,223
0,0.11,0.9505307,0.9046455,231,231
0,0.11,0.6707216,0.7372136,217,217
0,0.11,0.8718729,0.8994661,223,223
0,0.11,1.5281547,1.4970288,237,237
0,0.11,1.2023904,1.18574,223,223
0,0.11,0.6720843,0.6674955,227,227
0,0.11,1.0230168,0.9194543,237,237
0,0.11,1.4448361,1.3079561,233,233
0,0.11,1.2691391,1.2762418,229,229
0,0.11,1.263505,1.1893082,217,217
0,0.11,0.7785704,0.7913718,235,235
0,0.11,1.3459386,1.3401029,237,237
0,0.11,0.8864045,0.9390919,223,223
0,0.11,0.9202371,0.9121899,239,239
0,0.11,0.9364754,0.9483867,217,217
0,0.11,1.1635995,1.1424127,235,235
0,0.11,0.750963,0.7345536,225,225
0,0.11,1.3289904,1.3352823,237,237
0,0.11,0.5883521,0.5976949,219,219
0,0.11,0.7707986,0.7379095,225,225
0,0.11,0.7273235,0.6978181,229,229
0,0.11,0.8844224,0.8917448,229,229
0,0.11,0.9427953,0.9256687,223,223
0,0.11,0.9805301,0.9482178,243,243
0,0.11,0.8383559,0.8162495,237,237
0,0.11,0.9591923,1.0514157,221,221
0,0.11,0.9752833,0.9599313,219,219
0,0.11,1.2349012,1.2092592,237,237
0,0.11,0.7116649,0.7190602,221,221
0,0.11,1.0163196,0.8979056,241,241
0,0.11,1.1342548,1.1674886,219,219
0,0.11,0.9624161,1.0187606,229,229
0,0.11,0.7752725,0.7705057,237,237
0,0.11,1.3306596,1.3742019,225,225
0,0.11,0.7096065,0.7267874,207,207
0,0.11,0.9391993,0.8945148,221,221
0,0.11,0.8088839,0.7828342,247,247
0,0.11,1.6602138,1.5983249,235,235
0,0.11,0.8636327,0.8567278,229,229
0,0.11,0.8053856,0.7788625,223,223
0,0.11,1.3403763,1.3343405,235,235
0,0.11,1.2489493,1.2124598,247,247
0,0.11,1.2840936,1.2878722,243,243
0,0.11,0.7599443,0.7876487,221,221
0,0.11,1.335237,1.3088916,247,247
0,0.11,0.7037768,0.7031628,211,211
0,0.11,1.4961526,1.4983707,217,217
0,0.11,1.509971,1.4556878,229,229
0,0.11,1.2418882,1.2525061,245,245
0,0.11,0.6972182,0.6822312,235,235
0,0.11,0.9120565,0.9288586,223,223
0,0.11,0.9838723,1.0002652,233,233
0,0.11,1.075155,1.0558475,221,221
0,0.11,0.8889487,0.8886323,231,231
0,0.11,1.0779476,1.0710506,221,221
0,0.11,1.205742,1.1783577,219,219
0,0.11,1.1242687,1.0990344,213,213
0,0.11,1.0764138,1.1310597,249,249
0,0.11,0.9365463,0.9306179,249,249
0,0.11,1.2281321,1.2831722,227,227
0,0.11,0.934146,0.9743626,243,243
0,0.11,0.7039115,0.6815352,223,223
0,0.11,1.1709914,1.244954,227,227
0,0.16,1.5420467,1.4145262,243,243
0,0.16,1.1525203,1.1623798,267,267
0,0.16,1.918834,1.9047503,257,257
0,0.16,2.0316824,2.0260133,249,249
0,0.16,1.1337485,1.1373991,269,269
0,0.16,1.7620165,1.7681283,249,249
0,0.16,1.4096378,1.3894578,281,281
0,0.16,1.4592019,1.4137125,217,217
0,0.16,1.4473935,1.4574694,297,297
0,0.16,1.0167007,1.0765083,243,243
0,0.16,2.0459313,2.0478252,237,237
0,0.16,1.1184068,1.1183172,245,245
0,0.16,1.512608,1.5296493,253,253
0,0.16,1.3348634,1.319121,289,289
0,0.16,1.4038433,1.2479786,251,251
0,0.16,1.6237923,1.6010699,261,261
0,0.16,1.7702804,1.8223939,289,289
0,0.16,1.4967572,1.4915322,257,257
0,0.16,1.148114,1.1545221,269,269
0,0.16,1.4327216,1.5161972,271,271
0,0.16,1.5929198,1.5762266,229,229
0,0.16,1.6214416,1.5302952,239,239
0,0.16,1.4376713,1.371377,273,273
0,0.16,1.3292626,1.3385617,235,235
0,0.16,1.6244422,1.6429093,261,261
0,0.16,2.3107706,2.2731976,267,267
0,0.16,1.2150046,1.1852379,305,305
0,0.16,1.6565674,1.5650345,253,253
0,0.16,2.0045597,1.9607676,269,269
0,0.16,1.9746128,1.8505476,259,259
0,0.16,1.8884816,1.845508,261,261
0,0.16,1.9321591,1.986864,263,263
0,0.16,1.7208331,1.7060272,251,251
0,0.16,1.3340702,1.3896883,277,277
0,0.16,1.1713318,1.1309381,255,255
0,0.16,0.735875,0.8019563,233,233
0,0.16,1.0776247,1.0553155,259,259
0,0.16,1.4731063,1.5258492,257,257
0,0.16,1.05587,1.0749375,239,239
0,0.16,1.3728632,1.3486983,245,245
0,0.16,1.1085884,1.0980023,261,261
0,0.16,1.4947265,1.5298114,235,235
0,0.16,1.8031305,1.7073892,283,283
0,0.16,1.4499972,1.4528947,251,251
0,0.16,1.3279195,1.2907541,247,247
0,0.16,1.8677269,1.8310627,241,241
0,0.16,1.9097026,1.9568182,277,277
0,0.16,1.4283977,1.4653635,241,241
0,0.16,2.0370005,1.9854679,281,281
0,0.16,0.9921898,1.0127952,235,235
0,0.16,1.6861521,1.600236,249,249
0,0.16,1.709009,1.6663443,277,277
0,0.16,2.0429748,2.0815055,267,267
0,0.16,1.0905555,1.157681,271,271
0,0.16,2.1816604,2.0771327,233,233
0,0.16,1.2986105,1.3453011,249,249
0,0.16,1.4208152,1.5194665,267,267
0,0.16,1.019308,1.1227282,243,243
0,0.16,1.1925345,1.2115317,261,261
0,0.16,2.2792922,1.8048932,267,267
0,0.16,1.1293521,1.0843821,273,273
0,0.16,1.6263343,1.5633668,251,251
0,0.16,1.6833115,1.6233876,243,243
0,0.16,0.9791152,1.0316372,249,249
0,0.16,0.8939883,0.898995,273,273
0,0.16,0.7456006,0.7049016,219,219
0,0.16,1.5717638,1.581593,267,267
0,0.16,1.4932283,1.4473746,259,259
0,0.16,1.2431474,1.2456042,275,275
0,0.16,1.2650992,1.2866143,239,239
0,0.16,2.1983494,2.1532609,241,241
0,0.16,1.6238071,1.6686804,277,277
0,0.16,1.3017803,1.3793484,255,255
0,0.16,2.5986201,2.5564957,279,279
0,0.16,1.456279,1.4710505,251,251
0,0.16,1.252091,1.2771882,233,233
0,0.16,1.3605771,1.3551452,259,259
0,0.16,1.0925288,1.0773487,265,265
0,0.16,1.422516,1.4271671,241,241
0,0.16,1.6477544,1.7097897,253,253
0,0.16,1.7631746,1.7566076,259,259
0,0.16,1.1888762,1.1762178,255,255
0,0.16,1.8044867,1.7463786,251,251
0,0.16,1.4557252,1.4673015,243,243
0,0.16,1.2999721,1.3967247,259,259
0,0.16,1.000973,1.0151901,235,235
0,0.16,1.0633335,1.0535992,283,283
0,0.16,2.1013398,2.0736613,275,275
0,0.16,1.4353783,1.4646075,245,245
0,0.16,0.8162499,0.8346135,263,263
0,0.16,1.5442151,1.5616436,239,239
0,0.21,2.0646631,2.0443747,315,315
0,0.21,2.0374451,1.9814727,317,317
0,0.21,1.7347501,1.6803716,265,265
