,p,Time_E,Search_Space_E,Path_Length_E,Time_M,Search_Space_M,Path_Length_M,Time_C,Search_Space_C,Path_Length_C,,Add,,Add,,Add,,Add
0,0.07,0.1807071,9453,201,0.1243686,9064,201,0.2165269,9438,201,,,,,,,,
0,0.07,0.1764756,9457,201,0.120616,8952,201,0.2183191,9450,201,,,,,,,,
0,0.07,0.1870234,9451,201,0.1281132,9099,201,0.2344226,9441,201,,,,,,,,
0,0.07,0.1827687,9459,201,0.1349053,9084,201,0.2356984,9453,201,,,,,,,,
0,0.07,0.202108,9424,201,0.1096842,8263,201,0.2116701,9399,201,,,,,,,,
0,0.07,0.1956457,9454,201,0.1447814,8915,201,0.2410027,9445,201,,,,,,,,
0,0.07,0.1881611,9435,201,0.1186539,8835,201,0.223874,9432,201,,,,,,,,
0,0.07,0.1819011,9447,201,0.1395661,8643,201,0.2475493,9436,201,,,,,,,,
0,0.07,0.1723418,9456,201,0.1304285,9134,201,0.2170966,9453,201,,,,,,,,
0,0.07,0.1904987,9432,201,0.1182807,8786,201,0.2239318,9427,201,,,,,,,,
0,0.07,0.1817042,9445,201,0.1250588,8811,201,0.2292478,9442,201,,,,,,,,
0,0.07,0.1754726,9441,201,0.120281,8797,201,0.2172975,9425,201,,,,,,,,
0,0.07,0.1804895,9466,201,0.1179313,8886,201,0.2316467,9459,201,,,,,,,,
0,0.07,0.1737335,9441,201,0.1152797,8775,201,0.2342387,9425,201,,,,,,,,
0,0.07,0.17929,9469,201,0.1234809,9014,201,0.258859,9443,201,,,,,,,,
0,0.07,0.182292,9462,201,0.1491237,9038,201,0.2150106,9460,201,,,,,,,,
0,0.07,0.1786453,9431,201,0.1133972,8539,201,0.2386092,9414,201,,,,,,,,
0,0.07,0.1817388,9444,201,0.1180385,8769,201,0.2160112,9442,201,,,,,,,,
0,0.07,0.1932495,9453,201,0.1200272,8873,201,0.2146555,9437,201,,,,,,,,
0,0.07,0.17874,9443,201,0.1670499,8478,201,0.2296234,9441,201,,,,,,,,
0,0.07,0.1798991,9451,201,0.130046,8929,201,0.22451,9449,201,,,,,,,,
0,0.07,0.183736,9432,201,0.120721,8939,201,0.2164649,9426,201,,,,,,,,
0,0.07,0.1843478,9426,201,0.1217954,8656,201,0.2415962,9420,201,,,,,,,,
0,0.07,0.1849845,9460,201,0.119274,8864,201,0.2181142,9454,201,,,,,,,,
0,0.07,0.1856333,9475,201,0.1299574,9164,201,0.2177037,9474,201,,,,,,,,
0,0.07,0.1802366,9474,201,0.129289,9311,201,0.2202695,9466,201,,,,,,,,
0,0.07,0.1833887,9465,201,0.1321124,9210,201,0.2179651,9462,201,,,,,,,,
0,0.07,0.1778698,9459,201,0.124958,8906,201,0.2175018,9458,201,,,,,,,,
0,0.07,0.1828788,9444,201,0.1206104,8842,201,0.2226407,9440,201,,,,,,,,
0,0.07,0.18425,9436,201,0.1146723,8578,201,0.2164829,9400,201,,,,,,,,
0,0.07,0.1833359,9467,201,0.1240166,9069,201,0.2167934,9466,201,,,,,,,,
0,0.07,0.1815141,9463,201,0.1284469,9124,201,0.2247186,9448,201,,,,,,,,
0,0.07,0.1822188,9466,201,0.1331416,9085,201,0.2411519,9465,201,,,,,,,,
0,0.07,0.1816593,9424,201,0.1091839,8272,201,0.2209455,9408,201,,,,,,,,
0,0.07,0.1798343,9462,201,0.1265331,8998,201,0.2321384,9450,201,,,,,,,,
0,0.07,0.1975553,9456,201,0.1209656,8895,201,0.242984,9449,201,,,,,,,,
0,0.07,0.201158,9444,201,0.1283499,8853,201,0.2346354,9433,201,,,,,,,,
0,0.07,0.1996473,9442,201,0.1282028,8931,201,0.2159053,9436,201,,,,,,,,
0,0.07,0.1776827,9445,201,0.1219339,8808,201,0.2325907,9426,201,,,,,,,,
0,0.07,0.1813089,9462,201,0.133139,8951,201,0.2202517,9450,201,,,,,,,,
0,0.07,0.1911764,9450,201,0.1207486,8850,201,0.2173724,9439,201,,,,,,,,
0,0.07,0.1795522,9467,201,0.1775868,9212,201,0.219255,9465,201,,,,,,,,
0,0.07,0.1956834,9433,201,0.1145675,8757,201,0.2128199,9419,201,,,,,,,,
0,0.07,0.1836981,9443,201,0.1211523,8842,201,0.2183586,9441,201,,,,,,,,
0,0.07,0.1934298,9448,201,0.1429944,8963,201,0.2186613,9441,201,,,,,,,,
0,0.07,0.1811101,9454,201,0.1273089,9087,201,0.2252289,9453,201,,,,,,,,
0,0.07,0.2043082,9445,201,0.1363835,8369,201,0.2204199,9440,201,,,,,,,,
0,0.07,0.1830407,9442,201,0.1206691,8746,201,0.2137478,9431,201,,,,,,,,
0,0.07,0.1992553,9466,201,0.1598836,9208,201,0.2265018,9465,201,,,,,,,,
0,0.07,0.1826241,9460,201,0.1210183,8841,201,0.2231439,9451,201,,,,,,,,
0,0.07,0.181194,9451,201,0.1192552,8869,201,0.2278669,9449,201,,,,,,,,
0,0.07,0.2268085,9439,201,0.1132659,8678,201,0.2197939,9419,201,,,,,,,,
0,0.07,0.1784649,9394,201,0.1189595,8255,201,0.2491535,9366,201,,,,,,,,
0,0.07,0.1792351,9459,201,0.1244689,9051,201,0.2158231,9454,201,,,,,,,,
0,0.07,0.1809368,9443,201,0.1227285,8821,201,0.2450613,9439,201,,,,,,,,
0,0.07,0.2047212,9447,201,0.1218825,8825,201,0.2147749,9426,201,,,,,,,,
0,0.07,0.183309,9456,201,0.1222686,8838,201,0.2222411,9436,201,,,,,,,,
0,0.08,0.2335712,9306,201,0.1126281,8446,201,0.2118522,9286,201,,,,,,,,
0,0.08,0.1963999,9348,201,0.1231726,8915,201,0.2343474,9334,201,,,,,,,,
0,0.08,0.176128,9372,201,0.1497019,9222,201,0.213519,9368,201,,,,,,,,
0,0.08,0.1853685,9314,201,0.1189151,8603,201,0.2296269,9267,201,,,,,,,,
0,0.08,0.1746562,9350,201,0.1317131,9094,201,0.2153291,9349,201,,,,,,,,
0,0.08,0.1874868,9342,201,0.1246072,8893,201,0.2241874,9339,201,,,,,,,,
0,0.08,0.1783673,9330,201,0.1350735,8562,201,0.2342797,9318,201,,,,,,,,
0,0.08,0.2514418,9313,201,0.1152902,8521,201,0.2383816,9305,201,,,,,,,,
0,0.08,0.1809828,9347,201,0.1407263,8892,201,0.2310168,9330,201,,,,,,,,
0,0.08,0.1745699,9354,201,0.117828,8589,201,0.2761421,9343,201,,,,,,,,
0,0.08,0.1729204,9360,201,0.1311389,8528,201,0.2109245,9350,201,,,,,,,,
0,0.08,0.1737854,9348,201,0.1310372,8974,201,0.2152732,9327,201,,,,,,,,
0,0.08,0.1736736,9354,201,0.1214844,8846,201,0.2319374,9348,201,,,,,,,,
0,0.08,0.1766909,9324,201,0.1355202,8607,201,0.2487938,9317,201,,,,,,,,
0,0.08,0.1797569,9350,201,0.1242894,8776,201,0.2085166,9339,201,,,,,,,,
0,0.08,0.1880757,9357,201,0.1185238,8758,201,0.2164311,9345,201,,,,,,,,
0,0.08,0.17722,9347,201,0.1129405,8709,201,0.2290767,9341,201,,,,,,,,
0,0.08,0.1775612,9331,201,0.1279317,8718,201,0.2152029,9317,201,,,,,,,,
0,0.08,0.1704986,9312,201,0.1170513,8675,201,0.2125171,9303,201,,,,,,,,
0,0.08,0.1716948,9323,201,0.1090965,8368,201,0.2141909,9302,201,,,,,,,,
0,0.08,0.1738343,9355,201,0.1268671,9006,201,0.2145319,9351,201,,,,,,,,
0,0.08,0.1793129,9360,201,0.1286505,8879,201,0.2199886,9350,201,,,,,,,,
0,0.08,0.1793141,9349,201,0.1189657,8719,201,0.2122894,9346,201,,,,,,,,
0,0.08,0.1744633,9345,201,0.1192439,8631,201,0.2277232,9340,201,,,,,,,,
0,0.08,0.187056,9345,201,0.1464287,8915,201,0.2148431,9344,201,,,,,,,,
0,0.08,0.1802251,9300,201,0.1203704,8102,201,0.2372096,9294,201,,,,,,,,
0,0.08,0.1780801,9332,201,0.1033011,8135,201,0.2118929,9325,201,,,,,,,,
0,0.08,0.2085015,9329,201,0.1136188,8532,201,0.2079628,9310,201,,,,,,,,
0,0.08,0.1785787,9335,201,0.1416319,8783,201,0.2296471,9334,201,,,,,,,,
0,0.08,0.1787669,9322,201,0.1121352,8487,201,0.2346125,9300,201,,,,,,,,
0,0.08,0.1804805,9340,201,0.1758873,8796,201,0.2198299,9329,201,,,,,,,,
0,0.08,0.1763334,9332,201,0.116596,8467,201,0.2481063,9326,201,,,,,,,,
0,0.08,0.188268,9340,201,0.1300231,8775,201,0.2102113,9335,201,,,,,,,,
0,0.08,0.1785398,9329,201,0.1125889,8433,201,0.2108498,9317,201,,,,,,,,
0,0.08,0.1758286,9348,201,0.1142646,8586,201,0.230539,9335,201,,,,,,,,
0,0.08,0.1954209,9345,201,0.1188767,8738,201,0.2355347,9328,201,,,,,,,,
0,0.08,0.1781394,9313,201,0.1133103,8322,201,0.2143208,9303,201,,,,,,,,
0,0.08,0.1761846,9350,201,0.1281107,8266,201,0.2113286,9323,201,,,,,,,,
0,0.08,0.1763103,9310,201,0.1306269,8567,201,0.2148282,9305,201,,,,,,,,
0,0.08,0.1766212,9338,201,0.141944,8893,201,0.2468365,9323,201,,,,,,,,
0,0.08,0.1795385,9317,201,0.1110904,8453,201,0.2334757,9311,201,,,,,,,,
0,0.08,0.1769207,9362,201,0.1209239,9073,201,0.2465759,9339,201,,,,,,,,
0,0.08,0.1756882,9343,201,0.1156396,8588,201,0.2363895,9319,201,,,,,,,,
0,0.08,0.1752143,9326,201,0.126397,8569,201,0.222659,9321,201,,,,,,,,
0,0.08,0.17762,9346,201,0.1077289,8322,201,0.2124651,9339,201,,,,,,,,
0,0.08,0.1797835,9333,201,0.1098012,8307,201,0.222475,9328,201,,,,,,,,
0,0.08,0.1701381,9342,201,0.1145546,8701,201,0.2661539,9337,201,,,,,,,,
0,0.08,0.1725688,9367,201,0.1253749,9021,201,0.2139461,9356,201,,,,,,,,
0,0.08,0.1833819,9334,201,0.1172869,8667,201,0.2098756,9327,201,,,,,,,,
0,0.08,0.1728076,9340,201,0.128084,8826,201,0.2088114,9334,201,,,,,,,,
0,0.08,0.1779098,9323,201,0.1071464,8200,201,0.2230327,9317,201,,,,,,,,
0,0.08,0.2057141,9365,201,0.1483969,8999,201,0.2229483,9362,201,,,,,,,,
0,0.08,0.1920642,9299,201,0.1218389,8444,201,0.2159743,9281,201,,,,,,,,
0,0.08,0.174736,9329,201,0.1730781,8568,201,0.2250287,9314,201,,,,,,,,
0,0.08,0.1778548,9358,201,0.1217024,9055,201,0.2194471,9356,201,,,,,,,,
0,0.08,0.1905283,9363,201,0.1364241,9059,201,0.221291,9361,201,,,,,,,,
0,0.08,0.1803456,9293,201,0.111297,8341,201,0.210136,9287,201,,,,,,,,
0,0.08,0.178274,9314,201,0.1125423,8522,201,0.2092346,9299,201,,,,,,,,
0,0.08,0.1739897,9329,201,0.1160298,8604,201,0.2076455,9319,201,,,,,,,,
0,0.08,0.1797964,9368,201,0.1403003,9268,201,0.2330826,9368,201,,,,,,,,
0,0.08,0.1877387,9349,201,0.1304067,8935,201,0.2433906,9337,201,,,,,,,,
0,0.08,0.1792493,9328,201,0.1158058,8616,201,0.2293956,9312,201,,,,,,,,
0,0.08,0.1790298,9352,201,0.1145861,8562,201,0.2175963,9350,201,,,,,,,,
0,0.08,0.176734,9340,201,0.1206204,8846,201,0.2096035,9330,201,,,,,,,,
0,0.08,0.1760329,9348,201,0.1430576,8829,201,0.211949,9347,201,,,,,,,,
0,0.08,0.1786125,9338,201,0.1196394,8794,201,0.2364085,9332,201,,,,,,,,
0,0.08,0.1750539,9360,201,0.1319896,9000,201,0.2092766,9358,201,,,,,,,,
0,0.08,0.173581,9346,201,0.1279454,8894,201,0.2095757,9342,201,,,,,,,,
0,0.08,0.185813,9323,201,0.1102017,8399,201,0.2108878,9292,201,,,,,,,,
0,0.08,0.1739796,9345,201,0.1193509,8765,201,0.2380469,9331,201,,,,,,,,
0,0.08,0.1802796,9331,201,0.1232735,8839,201,0.2086261,9322,201,,,,,,,,
0,0.08,0.1751194,9284,201,0.1157448,8568,201,0.2062047,9277,201,,,,,,,,
0,0.08,0.1755044,9349,201,0.1259447,8922,201,0.2151996,9345,201,,,,,,,,
0,0.08,0.1954113,9314,201,0.11131,8348,201,0.2105305,9308,201,,,,,,,,
0,0.08,0.176309,9354,201,0.1185832,8708,201,0.2145883,9344,201,,,,,,,,
0,0.08,0.1734854,9343,201,0.1099726,8428,201,0.2132111,9335,201,,,,,,,,
0,0.08,0.1978365,9340,201,0.1416115,8641,201,0.2125033,9328,201,,,,,,,,
0,0.08,0.2000091,9336,201,0.1188471,8705,201,0.300883,9333,201,,,,,,,,
0,0.08,0.1782741,9360,201,0.1355949,9205,201,0.2287412,9359,201,,,,,,,,
0,0.08,0.1759347,9305,201,0.1117924,8173,201,0.2130388,9271,201,,,,,,,,
0,0.08,0.2090267,9311,201,0.1131622,8484,201,0.2373421,9286,201,,,,,,,,
0,0.08,0.1725902,9347,201,0.1222861,9024,201,0.2086566,9339,201,,,,,,,,
0,0.08,0.1790686,9335,201,0.1186485,8827,201,0.2164357,9333,201,,,,,,,,
0,0.08,0.1833984,9329,201,0.1067654,8258,201,0.2104849,9323,201,,,,,,,,
0,0.08,0.1728901,9325,201,0.1348355,8302,201,0.2195627,9293,201,,,,,,,,
0,0.08,0.1945016,9344,201,0.1218323,8789,201,0.2103586,9309,201,,,,,,,,
0,0.08,0.1806741,9339,201,0.114362,8638,201,0.2151399,9307,201,,,,,,,,
0,0.08,0.2041343,9280,201,0.1099308,8456,201,0.2110785,9277,201,,,,,,,,
0,0.08,0.2178629,9310,201,0.1286146,8500,201,0.2145682,9273,201,,,,,,,,
0,0.08,0.1895282,9341,201,0.1187599,8502,201,0.2087328,9314,201,,,,,,,,
0,0.08,0.1724341,9333,201,0.1208377,8756,201,0.222201,9328,201,,,,,,,,
0,0.08,0.2068734,9340,201,0.1177429,8819,201,0.2264275,9328,201,,,,,,,,
0,0.08,0.1834154,9351,201,0.1212416,8867,201,0.2075598,9337,201,,,,,,,,
0,0.08,0.1769729,9329,201,0.1136151,8522,201,0.2140223,9293,201,,,,,,,,
0,0.08,0.1736244,9358,201,0.1225058,8905,201,0.2070762,9357,201,,,,,,,,
0,0.08,0.1797435,9335,201,0.1482578,8876,201,0.2363527,9317,201,,,,,,,,
0,0.08,0.188147,9346,201,0.1224666,8974,201,0.2159787,9344,201,,,,,,,,
0,0.08,0.2015204,9351,201,0.1221683,8691,201,0.2122739,9335,201,,,,,,,,
0,0.09,0.179821,9249,201,0.1112543,8409,201,0.2058567,9244,201,,,,,,,,
0,0.09,0.1829364,9186,201,0.1136621,8158,201,0.2109449,9179,201,,,,,,,,
0,0.09,0.1696929,9248,201,0.1272345,8674,201,0.2128923,9224,201,,,,,,,,
0,0.09,0.1854102,9235,201,0.1438311,8765,201,0.2030951,9175,201,,,,,,,,
0,0.09,0.1928994,9254,201,0.1963407,9000,201,0.2049196,9242,201,,,,,,,,
0,0.09,0.1899097,9205,201,0.1061698,8244,201,0.2000354,9198,201,,,,,,,,
0,0.09,0.1695924,9180,201,0.1152417,7947,201,0.2273033,9171,201,,,,,,,,
0,0.09,0.1701821,9179,201,0.1064107,7726,201,0.2086467,9156,201,,,,,,,,
0,0.09,0.172331,9213,201,0.115039,8582,201,0.2256625,9191,201,,,,,,,,
0,0.09,0.1717612,9244,201,0.1106518,8420,201,0.2024985,9233,201,,,,,,,,
0,0.09,0.1805544,9193,201,0.1056821,8061,201,0.2065004,9190,201,,,,,,,,
0,0.09,0.176444,9218,201,0.1219637,8430,201,0.207917,9193,201,,,,,,,,
0,0.09,0.1678999,9216,201,0.1041457,8051,201,0.2056635,9203,201,,,,,,,,
0,0.09,0.1668097,9226,201,0.1130093,8262,201,0.212274,9211,201,,,,,,,,
0,0.09,0.1745335,9198,201,0.0955297,7703,201,0.2137468,9172,201,,,,,,,,
0,0.09,0.1702884,9236,201,0.1167421,8600,201,0.2189065,9222,201,,,,,,,,
0,0.09,0.1712851,9214,201,0.114208,8528,201,0.2147484,9204,201,,,,,,,,
0,0.09,0.1916086,9194,201,0.1084318,8289,201,0.1988519,9182,201,,,,,,,,
0,0.09,0.1667302,9250,201,0.1147375,8673,201,0.2055763,9244,201,,,,,,,,
0,0.09,0.1683158,9216,201,0.1185603,8546,201,0.2059546,9215,201,,,,,,,,
0,0.09,0.1833166,9222,201,0.1180939,8715,201,0.2162549,9220,201,,,,,,,,
0,0.09,0.1741335,9244,201,0.1387673,8640,201,0.2098817,9235,201,,,,,,,,
0,0.09,0.172513,9189,201,0.1168561,7944,201,0.20233,9165,201,,,,,,,,
0,0.09,0.1698988,9176,201,0.1052858,8120,201,0.2032523,9171,201,,,,,,,,
0,0.09,0.1828847,9235,201,0.1114392,8522,201,0.2050454,9222,201,,,,,,,,
0,0.09,0.1746655,9229,201,0.1207596,8664,201,0.2059575,9225,201,,,,,,,,
0,0.09,0.171141,9193,201,0.1129371,8082,201,0.2015092,9161,201,,,,,,,,
0,0.09,0.1776865,9240,201,0.1197243,8653,201,0.2116028,9231,201,,,,,,,,
0,0.09,0.1656796,9218,201,0.1175877,8665,201,0.2318994,9211,201,,,,,,,,
0,0.09,0.1709228,9174,201,0.0999429,7947,201,0.2082603,9148,201,,,,,,,,
0,0.09,0.2273731,9212,201,0.1067749,8198,201,0.2041642,9196,201,,,,,,,,
0,0.09,0.1764486,9232,201,0.1141392,8474,201,0.209359,9221,201,,,,,,,,
0,0.09,0.1877147,9235,201,0.1167057,8580,201,0.2078632,9229,201,,,,,,,,
0,0.09,0.1699932,9256,201,0.1267434,8851,201,0.2289757,9245,201,,,,,,,,
0,0.09,0.2004905,9248,201,0.1199513,8738,201,0.2037054,9240,201,,,,,,,,
0,0.09,0.1904001,9221,201,0.0992414,7849,201,0.2041619,9200,201,,,,,,,,
0,0.09,0.1687326,9212,201,0.115664,8324,201,0.2283715,9178,201,,,,,,,,
0,0.09,0.182353,9231,201,0.1148011,8512,201,0.2392246,9204,201,,,,,,,,
0,0.09,0.1691998,9247,201,0.1260283,8953,201,0.228981,9239,201,,,,,,,,
0,0.09,0.1737385,9229,201,0.1236961,8483,201,0.228955,9217,201,,,,,,,,
0,0.09,0.1720126,9247,201,0.1404507,8853,201,0.2223201,9244,201,,,,,,,,
0,0.09,0.1670882,9243,201,0.1190953,8781,201,0.19863,9242,201,,,,,,,,
0,0.09,0.1742922,9196,201,0.1137074,8341,201,0.2055457,9180,201,,,,,,,,
0,0.09,0.1826713,9234,201,0.109866,8263,201,0.2058733,9229,201,,,,,,,,
0,0.09,0.1924452,9207,201,0.1071433,8225,201,0.2048707,9198,201,,,,,,,,
0,0.09,0.1681782,9225,201,0.1136871,8489,201,0.2071426,9214,201,,,,,,,,
0,0.09,0.1732718,9250,201,0.1178204,8635,201,0.2044011,9241,201,,,,,,,,
0,0.09,0.1986015,9223,201,0.1387024,8565,201,0.2056005,9215,201,,,,,,,,
0,0.09,0.2142144,9232,201,0.120926,8531,201,0.2085068,9218,201,,,,,,,,
0,0.09,0.1734601,9220,201,0.116657,8477,201,0.2103775,9207,201,,,,,,,,
0,0.09,0.1771266,9203,201,0.1008748,8024,201,0.2076751,9192,201,,,,,,,,
0,0.09,0.1798849,9234,201,0.1108649,8447,201,0.259653,9226,201,,,,,,,,
0,0.09,0.1665811,9221,201,0.1079596,8230,201,0.2152096,9217,201,,,,,,,,
0,0.09,0.1939763,9239,201,0.1062368,8180,201,0.2290521,9232,201,,,,,,,,
0,0.09,0.194774,9211,201,0.1112739,8455,201,0.2057016,9196,201,,,,,,,,
0,0.09,0.1711545,9197,201,0.1107215,8397,201,0.2037296,9174,201,,,,,,,,
0,0.09,0.1766375,9207,201,0.1816149,8377,201,0.2038526,9175,201,,,,,,,,
0,0.09,0.1700467,9194,201,0.1221399,8359,201,0.2199285,9171,201,,,,,,,,
0,0.09,0.1845739,9226,201,0.1124309,8428,201,0.2058596,9224,201,,,,,,,,
0,0.09,0.172971,9227,201,0.1116497,8447,201,0.203091,9215,201,,,,,,,,
0,0.09,0.1686994,9220,201,0.1151946,8483,201,0.2314264,9216,201,,,,,,,,
0,0.09,0.1663421,9226,201,0.1101915,8469,201,0.2211477,9204,201,,,,,,,,
0,0.09,0.1883129,9211,201,0.109049,8276,201,0.2074679,9178,201,,,,,,,,
0,0.09,0.1652017,9208,201,0.1058452,8240,201,0.2063744,9195,201,,,,,,,,
0,0.09,0.1815103,9231,201,0.1144904,8690,201,0.2473911,9227,201,,,,,,,,
0,0.09,0.1679197,9237,201,0.1155704,8713,201,0.2023756,9218,201,,,,,,,,
0,0.09,0.1683042,9217,201,0.1093774,8323,201,0.2312471,9197,201,,,,,,,,
0,0.09,0.1687864,9235,201,0.1177155,8535,201,0.2095108,9233,201,,,,,,,,
0,0.09,0.1654448,9244,201,0.1364626,8785,201,0.2016206,9234,201,,,,,,,,
0,0.09,0.1688922,9225,201,0.1176696,8639,201,0.2277872,9223,201,,,,,,,,
0,0.09,0.1731048,9221,201,0.1325441,8530,201,0.211615,9215,201,,,,,,,,
0,0.09,0.1744978,9231,201,0.1323152,8778,201,0.205148,9223,201,,,,,,,,
0,0.09,0.1708818,9213,201,0.113612,8375,201,0.2015149,9210,201,,,,,,,,
0,0.09,0.1796297,9242,201,0.1421149,8628,201,0.2021037,9231,201,,,,,,,,
0,0.09,0.1837813,9246,201,0.1155219,8391,201,0.2308435,9222,201,,,,,,,,
0,0.09,0.1888745,9249,201,0.1587596,8783,201,0.2582312,9246,201,,,,,,,,
0,0.09,0.1984481,9215,201,0.1268063,8171,201,0.2609088,9177,201,,,,,,,,
0,0.09,0.1935395,9254,201,0.131636,8601,201,0.2774073,9252,201,,,,,,,,
0,0.09,0.2142186,9212,201,0.12886,8127,201,0.25053,9202,201,,,,,,,,
0,0.09,0.220146,9209,201,0.1239032,8368,201,0.2460045,9205,201,,,,,,,,
0,0.09,0.2182735,9185,201,0.2038053,7996,201,0.3104854,9154,201,,,,,,,,
0,0.09,0.2188459,9261,201,0.1739827,8852,201,0.2785004,9256,201,,,,,,,,
0,0.09,0.2289786,9202,201,0.1355508,8271,201,0.266891,9176,201,,,,,,,,
0,0.09,0.2480429,9221,201,0.113294,8296,201,0.2078854,9217,201,,,,,,,,
0,0.09,0.1973779,9235,201,0.1588562,8539,201,0.2152555,9229,201,,,,,,,,
0,0.09,0.1991256,9212,201,0.1445702,8516,201,0.278295,9185,201,,,,,,,,
0,0.09,0.2345687,9222,201,0.1352338,8298,201,0.234232,9210,201,,,,,,,,
0,0.09,0.2134669,9242,201,0.1404612,8769,201,0.2395092,9222,201,,,,,,,,
0,0.09,0.2099366,9237,201,0.1134161,8670,201,0.2564529,9228,201,,,,,,,,
0,0.09,0.1991707,9216,201,0.1077958,8347,201,0.2161095,9167,201,,,,,,,,
0,0.09,0.1704285,9224,201,0.1259346,8619,201,0.2159219,9219,201,,,,,,,,
0,0.09,0.1667509,9212,201,0.1123895,8172,201,0.2588645,9188,201,,,,,,,,
0,0.09,0.218031,9213,201,0.1386249,8450,201,0.246678,9208,201,,,,,,,,
0,0.09,0.1698227,9210,201,0.117283,8110,201,0.2029558,9205,201,,,,,,,,
0,0.09,0.171644,9212,201,0.1149544,8610,201,0.2069565,9209,201,,,,,,,,
0,0.09,0.1700111,9249,201,0.1149339,8651,201,0.2029244,9244,201,,,,,,,,
0,0.09,0.1701594,9237,201,0.1212291,8640,201,0.2035816,9224,201,,,,,,,,
0,0.1,0.2039549,9084,201,0.1008786,7870,201,0.2117054,9080,201,,,,,,,,
0,0.1,0.1674002,9103,201,0.1149696,8506,201,0.2189184,9093,201,,,,,,,,
0,0.1,0.1625164,9106,201,0.1116718,8367,201,0.1968611,9101,201,,,,,,,,
0,0.1,0.1693407,9142,201,0.1233997,8424,201,0.1995273,9138,201,,,,,,,,
0,0.1,0.2001669,9100,201,0.1434646,8113,201,0.237404,9093,201,,,,,,,,
0,0.1,0.205238,9090,201,0.1186736,8435,201,0.2533982,9067,201,,,,,,,,
0,0.1,0.1904833,9097,201,0.1127263,8305,201,0.2135494,9090,201,,,,,,,,
0,0.1,0.1728313,9122,201,0.1171667,8397,201,0.1959634,9099,201,,,,,,,,
0,0.1,0.1685571,9107,201,0.1430973,7760,201,0.2308638,9097,201,,,,,,,,
0,0.1,0.1612193,9104,201,0.1002581,7980,201,0.2226476,9092,201,,,,,,,,
0,0.1,0.2075675,9119,201,0.1054241,8178,201,0.1939758,9105,201,,,,,,,,
0,0.1,0.1684507,9083,201,0.1000925,7656,201,0.2240341,9067,201,,,,,,,,
0,0.1,0.2074699,9149,201,0.1304709,8806,201,0.2295001,9142,201,,,,,,,,
0,0.1,0.2000579,9118,201,0.115029,8356,201,0.2008306,9105,201,,,,,,,,
0,0.1,0.1660418,9120,201,0.1728256,8009,201,0.2334823,9103,201,,,,,,,,
0,0.1,0.1630858,9110,201,0.1329583,8627,201,0.1989934,9108,201,,,,,,,,
0,0.1,0.1641015,9098,201,0.1212613,8185,201,0.1988793,9066,201,,,,,,,,
0,0.1,0.1684762,9114,201,0.1058386,8103,201,0.2052085,9105,201,,,,,,,,
0,0.1,0.1652687,9107,201,0.1098067,8262,201,0.2070175,9078,201,,,,,,,,
0,0.1,0.1657214,9089,201,0.1011771,7935,201,0.1996108,9076,201,,,,,,,,
0,0.1,0.1663393,9096,201,0.1026219,7938,201,0.2085145,9079,201,,,,,,,,
0,0.1,0.1655357,9041,201,0.1055511,7988,201,0.2065892,9035,201,,,,,,,,
0,0.1,0.1917728,9125,201,0.1367033,8419,201,0.239883,9122,201,,,,,,,,
0,0.1,0.1991469,9095,201,0.1461939,8103,201,0.2459247,9079,201,,,,,,,,
0,0.1,0.199363,9122,201,0.1217768,8400,201,0.2795287,9118,201,,,,,,,,
0,0.1,0.1842223,9067,201,0.1031316,8026,201,0.248495,9054,201,,,,,,,,
0,0.1,0.2146503,9063,201,0.1270675,7885,201,0.2291061,9046,201,,,,,,,,
0,0.1,0.2003186,9095,201,0.1235746,8192,201,0.2258387,9092,201,,,,,,,,
0,0.1,0.2060586,9096,201,0.1195738,8263,201,0.2328235,9058,201,,,,,,,,
0,0.1,0.1680363,9110,201,0.1091391,8346,201,0.1990646,9104,201,,,,,,,,
0,0.1,0.16674,9129,201,0.1185915,8558,201,0.2178299,9125,201,,,,,,,,
0,0.1,0.1713026,9101,201,0.1258868,8460,201,0.2090092,9098,201,,,,,,,,
0,0.1,0.2057994,9117,201,0.1209926,8087,201,0.2011223,9097,201,,,,,,,,
0,0.1,0.1615398,9110,201,0.11471,8214,201,0.1975412,9075,201,,,,,,,,
0,0.1,0.1641251,9077,201,0.1120338,8207,201,0.1957517,9066,201,,,,,,,,
0,0.1,0.1632123,9141,201,0.1195375,8726,201,0.2249685,9128,201,,,,,,,,
0,0.1,0.1714678,9072,201,0.136177,8216,201,0.248844,9072,201,,,,,,,,
0,0.1,0.1737324,9136,201,0.1260466,8654,201,0.1928038,9123,201,,,,,,,,
0,0.1,0.1655531,9104,201,0.1200586,8300,201,0.2100286,9100,201,,,,,,,,
0,0.1,0.1593091,9117,201,0.1187478,8496,201,0.1953128,9104,201,,,,,,,,
0,0.1,0.1804613,9091,201,0.1032561,8042,201,0.1995318,9063,201,,,,,,,,
0,0.1,0.167216,9132,201,0.1215729,8687,201,0.2024135,9121,201,,,,,,,,
0,0.1,0.1651909,9144,201,0.117368,8725,201,0.1984464,9142,201,,,,,,,,
0,0.1,0.2079739,9141,201,0.1247149,8549,201,0.2175407,9132,201,,,,,,,,
0,0.1,0.1720174,9116,201,0.1188703,8412,201,0.2001765,9086,201,,,,,,,,
0,0.1,0.1625975,9111,201,0.1117299,8245,201,0.2068235,9109,201,,,,,,,,
